(city(Tlaxiaco)) --> (gender(f)), {C=0.004377006127808579}
(buy(1141)) --> (marital status(S)), {C=0.0022371364653243847}
(marital status(S)) --> (buy(1141)), {C=0.0022371364653243847}
(buy(1142)) --> (marital status(S)), {C=0.0025289368738449568}
(marital status(S)) --> (buy(1142)), {C=0.0025289368738449568}
(buy(1144)) --> (marital status(S)), {C=0.0026262036766851473}
(marital status(S)) --> (buy(1144)), {C=0.0026262036766851473}
(buy(1145)) --> (marital status(S)), {C=0.0026262036766851473}
(marital status(S)) --> (buy(1145)), {C=0.0026262036766851473}
(buy(1146)) --> (marital status(S)), {C=0.0029180040852057193}
(marital status(S)) --> (buy(1146)), {C=0.0029180040852057193}
(buy(1147)) --> (marital status(S)), {C=0.0024316700710047662}
(marital status(S)) --> (buy(1147)), {C=0.0024316700710047662}
(buy(1148)) --> (marital status(S)), {C=0.0035016049022468633}
(marital status(S)) --> (buy(1148)), {C=0.0035016049022468633}
(buy(1149)) --> (marital status(S)), {C=0.002139869662484194}
(marital status(S)) --> (buy(1149)), {C=0.002139869662484194}
(buy(1150)) --> (marital status(S)), {C=0.0034043380994066724}
(marital status(S)) --> (buy(1150)), {C=0.0034043380994066724}
(buy(1151)) --> (marital status(S)), {C=0.0029180040852057193}
(marital status(S)) --> (buy(1151)), {C=0.0029180040852057193}
(buy(1152)) --> (marital status(S)), {C=0.0036961385079272444}
(marital status(S)) --> (buy(1152)), {C=0.0036961385079272444}
(buy(1153)) --> (marital status(S)), {C=0.0022371364653243847}
(marital status(S)) --> (buy(1153)), {C=0.0022371364653243847}
(buy(1154)) --> (marital status(S)), {C=0.00301527088804591}
(marital status(S)) --> (buy(1154)), {C=0.00301527088804591}
(buy(1155)) --> (marital status(S)), {C=0.0025289368738449568}
(marital status(S)) --> (buy(1155)), {C=0.0025289368738449568}
(buy(1156)) --> (marital status(S)), {C=0.00301527088804591}
(marital status(S)) --> (buy(1156)), {C=0.00301527088804591}
(buy(1157)) --> (marital status(S)), {C=0.001945336056803813}
(marital status(S)) --> (buy(1157)), {C=0.001945336056803813}
(buy(1158)) --> (marital status(S)), {C=0.0025289368738449568}
(marital status(S)) --> (buy(1158)), {C=0.0025289368738449568}
(buy(1159)) --> (marital status(S)), {C=0.00301527088804591}
(marital status(S)) --> (buy(1159)), {C=0.00301527088804591}
(buy(1160)) --> (marital status(S)), {C=0.0029180040852057193}
(marital status(S)) --> (buy(1160)), {C=0.0029180040852057193}
(buy(1161)) --> (marital status(S)), {C=0.0028207372823655288}
(marital status(S)) --> (buy(1161)), {C=0.0028207372823655288}
(buy(1162)) --> (marital status(S)), {C=0.0034043380994066724}
(marital status(S)) --> (buy(1162)), {C=0.0034043380994066724}
(buy(1163)) --> (marital status(S)), {C=0.002723470479525338}
(marital status(S)) --> (buy(1163)), {C=0.002723470479525338}
(buy(1164)) --> (marital status(S)), {C=0.0020426028596440037}
(marital status(S)) --> (buy(1164)), {C=0.0020426028596440037}
(buy(1165)) --> (marital status(S)), {C=0.0022371364653243847}
(marital status(S)) --> (buy(1165)), {C=0.0022371364653243847}
(buy(1166)) --> (marital status(S)), {C=0.0026262036766851473}
(marital status(S)) --> (buy(1166)), {C=0.0026262036766851473}
(buy(1167)) --> (marital status(S)), {C=0.0026262036766851473}
(marital status(S)) --> (buy(1167)), {C=0.0026262036766851473}
(buy(1169)) --> (marital status(S)), {C=0.002723470479525338}
(marital status(S)) --> (buy(1169)), {C=0.002723470479525338}
(buy(1171)) --> (marital status(S)), {C=0.003112537690886101}
(marital status(S)) --> (buy(1171)), {C=0.003112537690886101}
(buy(1172)) --> (marital status(S)), {C=0.002139869662484194}
(marital status(S)) --> (buy(1172)), {C=0.002139869662484194}
(buy(1173)) --> (marital status(S)), {C=0.0028207372823655288}
(marital status(S)) --> (buy(1173)), {C=0.0028207372823655288}
(buy(1174)) --> (marital status(S)), {C=0.0022371364653243847}
(marital status(S)) --> (buy(1174)), {C=0.0022371364653243847}
(buy(1175)) --> (marital status(S)), {C=0.002139869662484194}
(marital status(S)) --> (buy(1175)), {C=0.002139869662484194}
(buy(1176)) --> (marital status(S)), {C=0.0024316700710047662}
(marital status(S)) --> (buy(1176)), {C=0.0024316700710047662}
(buy(1177)) --> (marital status(S)), {C=0.003112537690886101}
(marital status(S)) --> (buy(1177)), {C=0.003112537690886101}
(buy(1178)) --> (marital status(S)), {C=0.001945336056803813}
(marital status(S)) --> (buy(1178)), {C=0.001945336056803813}
(buy(1179)) --> (marital status(S)), {C=0.0028207372823655288}
(marital status(S)) --> (buy(1179)), {C=0.0028207372823655288}
(buy(1180)) --> (marital status(S)), {C=0.0023344032681645753}
(marital status(S)) --> (buy(1180)), {C=0.0023344032681645753}
(buy(1181)) --> (marital status(S)), {C=0.0023344032681645753}
(marital status(S)) --> (buy(1181)), {C=0.0023344032681645753}
(buy(1182)) --> (marital status(S)), {C=0.0028207372823655288}
(marital status(S)) --> (buy(1182)), {C=0.0028207372823655288}
(buy(1183)) --> (marital status(S)), {C=0.0024316700710047662}
(marital status(S)) --> (buy(1183)), {C=0.0024316700710047662}
(buy(1184)) --> (marital status(S)), {C=0.0026262036766851473}
(marital status(S)) --> (buy(1184)), {C=0.0026262036766851473}
(buy(1185)) --> (marital status(S)), {C=0.0026262036766851473}
(marital status(S)) --> (buy(1185)), {C=0.0026262036766851473}
(buy(1186)) --> (marital status(S)), {C=0.0023344032681645753}
(marital status(S)) --> (buy(1186)), {C=0.0023344032681645753}
(buy(1187)) --> (marital status(S)), {C=0.002139869662484194}
(marital status(S)) --> (buy(1187)), {C=0.002139869662484194}
(buy(1188)) --> (marital status(S)), {C=0.0029180040852057193}
(marital status(S)) --> (buy(1188)), {C=0.0029180040852057193}
(buy(1189)) --> (marital status(S)), {C=0.002723470479525338}
(marital status(S)) --> (buy(1189)), {C=0.002723470479525338}
(buy(1190)) --> (marital status(S)), {C=0.0028207372823655288}
(marital status(S)) --> (buy(1190)), {C=0.0028207372823655288}
(buy(1191)) --> (marital status(S)), {C=0.0028207372823655288}
(marital status(S)) --> (buy(1191)), {C=0.0028207372823655288}
(buy(1192)) --> (marital status(S)), {C=0.0028207372823655288}
(marital status(S)) --> (buy(1192)), {C=0.0028207372823655288}
(buy(1193)) --> (marital status(S)), {C=0.0025289368738449568}
(marital status(S)) --> (buy(1193)), {C=0.0025289368738449568}
(buy(1194)) --> (marital status(S)), {C=0.0020426028596440037}
(marital status(S)) --> (buy(1194)), {C=0.0020426028596440037}
(buy(1195)) --> (marital status(S)), {C=0.001945336056803813}
(marital status(S)) --> (buy(1195)), {C=0.001945336056803813}
(buy(1196)) --> (marital status(S)), {C=0.0025289368738449568}
(marital status(S)) --> (buy(1196)), {C=0.0025289368738449568}
(buy(1197)) --> (marital status(S)), {C=0.002139869662484194}
(marital status(S)) --> (buy(1197)), {C=0.002139869662484194}
(buy(1198)) --> (marital status(S)), {C=0.002723470479525338}
(marital status(S)) --> (buy(1198)), {C=0.002723470479525338}
(buy(1199)) --> (marital status(S)), {C=0.003112537690886101}
(marital status(S)) --> (buy(1199)), {C=0.003112537690886101}
(buy(1200)) --> (marital status(S)), {C=0.0026262036766851473}
(marital status(S)) --> (buy(1200)), {C=0.0026262036766851473}
(buy(1201)) --> (marital status(S)), {C=0.0022371364653243847}
(marital status(S)) --> (buy(1201)), {C=0.0022371364653243847}
(buy(1202)) --> (marital status(S)), {C=0.0025289368738449568}
(marital status(S)) --> (buy(1202)), {C=0.0025289368738449568}
(buy(1203)) --> (marital status(S)), {C=0.002723470479525338}
(marital status(S)) --> (buy(1203)), {C=0.002723470479525338}
(buy(1204)) --> (marital status(S)), {C=0.0029180040852057193}
(marital status(S)) --> (buy(1204)), {C=0.0029180040852057193}
(buy(1205)) --> (marital status(S)), {C=0.0025289368738449568}
(marital status(S)) --> (buy(1205)), {C=0.0025289368738449568}
(buy(1206)) --> (marital status(S)), {C=0.0032098044937262913}
(marital status(S)) --> (buy(1206)), {C=0.0032098044937262913}
(buy(1207)) --> (marital status(S)), {C=0.002723470479525338}
(marital status(S)) --> (buy(1207)), {C=0.002723470479525338}
(buy(1208)) --> (marital status(S)), {C=0.0032098044937262913}
(marital status(S)) --> (buy(1208)), {C=0.0032098044937262913}
(buy(1209)) --> (marital status(S)), {C=0.0025289368738449568}
(marital status(S)) --> (buy(1209)), {C=0.0025289368738449568}
(buy(1210)) --> (marital status(S)), {C=0.002139869662484194}
(marital status(S)) --> (buy(1210)), {C=0.002139869662484194}
(buy(1211)) --> (marital status(S)), {C=0.0023344032681645753}
(marital status(S)) --> (buy(1211)), {C=0.0023344032681645753}
(buy(1212)) --> (marital status(S)), {C=0.002723470479525338}
(marital status(S)) --> (buy(1212)), {C=0.002723470479525338}
(buy(1213)) --> (marital status(S)), {C=0.0025289368738449568}
(marital status(S)) --> (buy(1213)), {C=0.0025289368738449568}
(buy(1214)) --> (marital status(S)), {C=0.0022371364653243847}
(marital status(S)) --> (buy(1214)), {C=0.0022371364653243847}
(buy(1215)) --> (marital status(S)), {C=0.0020426028596440037}
(marital status(S)) --> (buy(1215)), {C=0.0020426028596440037}
(buy(1216)) --> (marital status(S)), {C=0.0023344032681645753}
(marital status(S)) --> (buy(1216)), {C=0.0023344032681645753}
(buy(1217)) --> (marital status(S)), {C=0.00301527088804591}
(marital status(S)) --> (buy(1217)), {C=0.00301527088804591}
(buy(1218)) --> (marital status(S)), {C=0.0025289368738449568}
(marital status(S)) --> (buy(1218)), {C=0.0025289368738449568}
(buy(1219)) --> (marital status(S)), {C=0.00301527088804591}
(marital status(S)) --> (buy(1219)), {C=0.00301527088804591}
(buy(1220)) --> (marital status(S)), {C=0.002723470479525338}
(marital status(S)) --> (buy(1220)), {C=0.002723470479525338}
(buy(1221)) --> (marital status(S)), {C=0.002139869662484194}
(marital status(S)) --> (buy(1221)), {C=0.002139869662484194}
(buy(1222)) --> (marital status(S)), {C=0.0032098044937262913}
(marital status(S)) --> (buy(1222)), {C=0.0032098044937262913}
(buy(1223)) --> (marital status(S)), {C=0.0032098044937262913}
(marital status(S)) --> (buy(1223)), {C=0.0032098044937262913}
(buy(1224)) --> (marital status(S)), {C=0.0035016049022468633}
(marital status(S)) --> (buy(1224)), {C=0.0035016049022468633}
(buy(1225)) --> (marital status(S)), {C=0.0020426028596440037}
(marital status(S)) --> (buy(1225)), {C=0.0020426028596440037}
(buy(1226)) --> (marital status(S)), {C=0.0026262036766851473}
(marital status(S)) --> (buy(1226)), {C=0.0026262036766851473}
(buy(1227)) --> (marital status(S)), {C=0.003598871705087054}
(marital status(S)) --> (buy(1227)), {C=0.003598871705087054}
(buy(1228)) --> (marital status(S)), {C=0.003112537690886101}
(marital status(S)) --> (buy(1228)), {C=0.003112537690886101}
(buy(1229)) --> (marital status(S)), {C=0.0023344032681645753}
(marital status(S)) --> (buy(1229)), {C=0.0023344032681645753}
(buy(1230)) --> (marital status(S)), {C=0.003112537690886101}
(marital status(S)) --> (buy(1230)), {C=0.003112537690886101}
(buy(1231)) --> (marital status(S)), {C=0.00301527088804591}
(marital status(S)) --> (buy(1231)), {C=0.00301527088804591}
(buy(1232)) --> (marital status(S)), {C=0.0024316700710047662}
(marital status(S)) --> (buy(1232)), {C=0.0024316700710047662}
(buy(1233)) --> (marital status(S)), {C=0.0026262036766851473}
(marital status(S)) --> (buy(1233)), {C=0.0026262036766851473}
(buy(1234)) --> (marital status(S)), {C=0.0028207372823655288}
(marital status(S)) --> (buy(1234)), {C=0.0028207372823655288}
(buy(1235)) --> (marital status(S)), {C=0.0026262036766851473}
(marital status(S)) --> (buy(1235)), {C=0.0026262036766851473}
(buy(1236)) --> (marital status(S)), {C=0.0025289368738449568}
(marital status(S)) --> (buy(1236)), {C=0.0025289368738449568}
(buy(1237)) --> (marital status(S)), {C=0.00301527088804591}
(marital status(S)) --> (buy(1237)), {C=0.00301527088804591}
(buy(1238)) --> (marital status(S)), {C=0.0023344032681645753}
(marital status(S)) --> (buy(1238)), {C=0.0023344032681645753}
(buy(1239)) --> (marital status(S)), {C=0.0026262036766851473}
(marital status(S)) --> (buy(1239)), {C=0.0026262036766851473}
(buy(1240)) --> (marital status(S)), {C=0.0023344032681645753}
(marital status(S)) --> (buy(1240)), {C=0.0023344032681645753}
(buy(1241)) --> (marital status(S)), {C=0.001945336056803813}
(marital status(S)) --> (buy(1241)), {C=0.001945336056803813}
(buy(1242)) --> (marital status(S)), {C=0.0023344032681645753}
(marital status(S)) --> (buy(1242)), {C=0.0023344032681645753}
(buy(1243)) --> (marital status(S)), {C=0.0032098044937262913}
(marital status(S)) --> (buy(1243)), {C=0.0032098044937262913}
(buy(1244)) --> (marital status(S)), {C=0.002139869662484194}
(marital status(S)) --> (buy(1244)), {C=0.002139869662484194}
(buy(1245)) --> (marital status(S)), {C=0.0025289368738449568}
(marital status(S)) --> (buy(1245)), {C=0.0025289368738449568}
(buy(1246)) --> (marital status(S)), {C=0.0026262036766851473}
(marital status(S)) --> (buy(1246)), {C=0.0026262036766851473}
(buy(1247)) --> (marital status(S)), {C=0.0022371364653243847}
(marital status(S)) --> (buy(1247)), {C=0.0022371364653243847}
(buy(1248)) --> (marital status(S)), {C=0.0026262036766851473}
(marital status(S)) --> (buy(1248)), {C=0.0026262036766851473}
(buy(1249)) --> (marital status(S)), {C=0.0029180040852057193}
(marital status(S)) --> (buy(1249)), {C=0.0029180040852057193}
(buy(1250)) --> (marital status(S)), {C=0.0025289368738449568}
(marital status(S)) --> (buy(1250)), {C=0.0025289368738449568}
(buy(1251)) --> (marital status(S)), {C=0.0028207372823655288}
(marital status(S)) --> (buy(1251)), {C=0.0028207372823655288}
(buy(1252)) --> (marital status(S)), {C=0.002723470479525338}
(marital status(S)) --> (buy(1252)), {C=0.002723470479525338}
(buy(1253)) --> (marital status(S)), {C=0.0022371364653243847}
(marital status(S)) --> (buy(1253)), {C=0.0022371364653243847}
(buy(1254)) --> (marital status(S)), {C=0.0025289368738449568}
(marital status(S)) --> (buy(1254)), {C=0.0025289368738449568}
(buy(1255)) --> (marital status(S)), {C=0.0022371364653243847}
(marital status(S)) --> (buy(1255)), {C=0.0022371364653243847}
(buy(1256)) --> (marital status(S)), {C=0.0022371364653243847}
(marital status(S)) --> (buy(1256)), {C=0.0022371364653243847}
(buy(1257)) --> (marital status(S)), {C=0.002723470479525338}
(marital status(S)) --> (buy(1257)), {C=0.002723470479525338}
(buy(1258)) --> (marital status(S)), {C=0.0022371364653243847}
(marital status(S)) --> (buy(1258)), {C=0.0022371364653243847}
(buy(1260)) --> (marital status(S)), {C=0.0020426028596440037}
(marital status(S)) --> (buy(1260)), {C=0.0020426028596440037}
(buy(1262)) --> (marital status(S)), {C=0.0026262036766851473}
(marital status(S)) --> (buy(1262)), {C=0.0026262036766851473}
(buy(1263)) --> (marital status(S)), {C=0.0022371364653243847}
(marital status(S)) --> (buy(1263)), {C=0.0022371364653243847}
(buy(1264)) --> (marital status(S)), {C=0.0020426028596440037}
(marital status(S)) --> (buy(1264)), {C=0.0020426028596440037}
(buy(1265)) --> (marital status(S)), {C=0.0024316700710047662}
(marital status(S)) --> (buy(1265)), {C=0.0024316700710047662}
(buy(1266)) --> (marital status(S)), {C=0.0023344032681645753}
(marital status(S)) --> (buy(1266)), {C=0.0023344032681645753}
(buy(1267)) --> (marital status(S)), {C=0.0020426028596440037}
(marital status(S)) --> (buy(1267)), {C=0.0020426028596440037}
(buy(1268)) --> (marital status(S)), {C=0.00301527088804591}
(marital status(S)) --> (buy(1268)), {C=0.00301527088804591}
(buy(1269)) --> (marital status(S)), {C=0.0023344032681645753}
(marital status(S)) --> (buy(1269)), {C=0.0023344032681645753}
(buy(1270)) --> (marital status(S)), {C=0.003112537690886101}
(marital status(S)) --> (buy(1270)), {C=0.003112537690886101}
(buy(1271)) --> (marital status(S)), {C=0.0025289368738449568}
(marital status(S)) --> (buy(1271)), {C=0.0025289368738449568}
(buy(1272)) --> (marital status(S)), {C=0.0023344032681645753}
(marital status(S)) --> (buy(1272)), {C=0.0023344032681645753}
(buy(1273)) --> (marital status(S)), {C=0.0024316700710047662}
(marital status(S)) --> (buy(1273)), {C=0.0024316700710047662}
(buy(1274)) --> (marital status(S)), {C=0.0024316700710047662}
(marital status(S)) --> (buy(1274)), {C=0.0024316700710047662}
(buy(1275)) --> (marital status(S)), {C=0.003112537690886101}
(marital status(S)) --> (buy(1275)), {C=0.003112537690886101}
(buy(1276)) --> (marital status(S)), {C=0.00301527088804591}
(marital status(S)) --> (buy(1276)), {C=0.00301527088804591}
(buy(1277)) --> (marital status(S)), {C=0.0032098044937262913}
(marital status(S)) --> (buy(1277)), {C=0.0032098044937262913}
(buy(1278)) --> (marital status(S)), {C=0.002723470479525338}
(marital status(S)) --> (buy(1278)), {C=0.002723470479525338}
(buy(1279)) --> (marital status(S)), {C=0.0025289368738449568}
(marital status(S)) --> (buy(1279)), {C=0.0025289368738449568}
(buy(1281)) --> (marital status(S)), {C=0.0026262036766851473}
(marital status(S)) --> (buy(1281)), {C=0.0026262036766851473}
(buy(1282)) --> (marital status(S)), {C=0.003307071296566482}
(marital status(S)) --> (buy(1282)), {C=0.003307071296566482}
(buy(1283)) --> (marital status(S)), {C=0.00301527088804591}
(marital status(S)) --> (buy(1283)), {C=0.00301527088804591}
(buy(1284)) --> (marital status(S)), {C=0.0032098044937262913}
(marital status(S)) --> (buy(1284)), {C=0.0032098044937262913}
